	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei
OG0017815	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0017816	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0017817	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017818	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017819	2	0	0	0	0	0	0	0	1	0	0	0	0
OG0017820	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017821	1	0	1	0	0	0	1	0	0	0	0	0	0
OG0017822	1	0	0	0	0	0	1	0	1	0	0	0	0
OG0017823	1	0	0	0	0	1	0	0	0	0	1	0	0
OG0017824	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017825	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017826	1	0	0	0	0	1	0	0	0	0	0	1	0
OG0017827	1	0	0	1	0	0	0	0	0	0	0	0	1
OG0017828	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017829	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0017830	1	0	0	0	0	0	0	0	0	1	0	0	1
OG0017831	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017832	1	0	0	0	0	0	1	0	1	0	0	0	0
OG0017833	1	0	0	0	0	0	1	0	1	0	0	0	0
OG0017834	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017835	2	0	0	0	0	0	0	0	1	0	0	0	0
OG0017836	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017837	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0017838	1	0	0	1	0	0	0	0	1	0	0	0	0
OG0017839	1	1	0	0	0	0	0	1	0	0	0	0	0
OG0017840	1	0	0	0	2	0	0	0	0	0	0	0	0
OG0017841	1	0	0	0	0	0	0	0	1	1	0	0	0
OG0017842	1	1	0	0	0	0	0	0	0	0	0	1	0
OG0017843	1	1	0	0	0	0	0	0	1	0	0	0	0
OG0017844	1	0	0	0	0	0	0	0	0	0	1	0	1
OG0017845	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0017846	1	0	0	0	0	0	1	0	1	0	0	0	0
OG0017847	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0017848	1	0	0	0	0	1	1	0	0	0	0	0	0
OG0017849	1	0	0	1	0	0	0	0	1	0	0	0	0
OG0017850	1	0	0	0	0	0	1	0	0	0	0	1	0
OG0017851	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017852	1	0	0	1	0	0	0	0	1	0	0	0	0
OG0017853	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017854	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0017855	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017856	0	1	0	0	0	0	0	0	2	0	0	0	0
OG0017857	0	1	1	0	0	0	1	0	0	0	0	0	0
OG0017858	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017859	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017860	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017861	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017862	0	2	0	0	1	0	0	0	0	0	0	0	0
OG0017863	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017864	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017865	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017866	0	1	0	0	0	0	1	0	0	0	1	0	0
OG0017867	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0017868	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017869	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017870	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017871	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017872	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017873	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017874	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017875	0	2	0	0	0	0	0	0	0	0	0	0	1
OG0017876	0	1	0	0	0	0	1	0	0	0	0	0	1
OG0017877	0	2	0	0	0	0	0	0	0	0	1	0	0
OG0017878	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017879	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017880	0	1	0	1	0	1	0	0	0	0	0	0	0
OG0017881	0	1	0	0	0	0	1	0	0	0	0	0	1
OG0017882	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017883	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017884	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017885	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017886	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017887	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017888	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017889	0	1	1	0	0	0	1	0	0	0	0	0	0
OG0017890	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017891	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017892	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017893	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017894	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017895	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0017896	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017897	0	1	0	0	0	0	1	0	0	0	1	0	0
OG0017898	0	2	0	0	0	0	0	0	1	0	0	0	0
OG0017899	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017900	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017901	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017902	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017903	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017904	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017905	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017906	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017907	0	1	0	1	0	0	1	0	0	0	0	0	0
OG0017908	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017909	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017910	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017911	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017912	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017913	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017914	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017915	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017916	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017917	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017918	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017919	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017920	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017921	0	1	0	0	0	0	0	0	1	0	0	1	0
OG0017922	0	1	0	1	0	0	0	0	0	1	0	0	0
OG0017923	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017924	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017925	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017926	0	1	0	1	0	0	0	1	0	0	0	0	0
OG0017927	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017928	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017929	0	1	0	1	0	0	0	1	0	0	0	0	0
OG0017930	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017931	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017932	0	1	0	0	0	0	0	0	1	0	0	1	0
OG0017933	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017934	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017935	0	1	0	0	0	0	0	0	1	0	0	1	0
OG0017936	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017937	0	2	0	0	0	0	0	0	0	0	0	0	1
OG0017938	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017939	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017940	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017941	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017942	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017943	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017944	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017945	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017946	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0017947	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017948	0	1	0	0	0	0	0	0	0	0	0	0	2
OG0017949	0	1	0	0	0	0	0	0	1	1	0	0	0
OG0017950	0	1	0	0	0	0	0	0	1	0	0	1	0
OG0017951	0	1	0	0	0	0	1	0	0	0	1	0	0
OG0017952	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017953	0	1	0	0	0	0	1	0	0	0	0	0	1
OG0017954	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017955	0	1	1	0	0	0	1	0	0	0	0	0	0
OG0017956	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017957	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017958	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017959	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017960	0	1	0	0	0	0	1	0	0	1	0	0	0
OG0017961	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017962	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017963	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0017964	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017965	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017966	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017967	0	1	0	0	0	0	0	2	0	0	0	0	0
OG0017968	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017969	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017970	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017971	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017972	0	1	0	0	1	0	1	0	0	0	0	0	0
OG0017973	0	1	0	0	0	0	1	1	0	0	0	0	0
OG0017974	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017975	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017976	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017977	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017978	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0017979	0	1	0	1	0	0	0	0	0	0	1	0	0
OG0017980	0	1	0	0	0	0	0	0	0	1	1	0	0
OG0017981	0	1	0	0	0	0	1	0	0	1	0	0	0
OG0017982	0	1	0	0	0	0	1	0	0	0	1	0	0
OG0017983	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017984	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017985	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017986	0	1	0	0	0	1	0	0	0	0	1	0	0
OG0017987	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017988	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017989	0	1	1	0	0	0	1	0	0	0	0	0	0
OG0017990	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017991	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017992	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017993	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017994	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0017995	0	1	0	0	0	0	1	1	0	0	0	0	0
OG0017996	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017997	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0017998	0	1	0	0	0	1	1	0	0	0	0	0	0
OG0017999	0	1	0	1	0	0	1	0	0	0	0	0	0
OG0018000	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0018001	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018002	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0018003	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018004	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018005	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0018006	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018007	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018008	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018009	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018010	0	1	0	1	0	0	1	0	0	0	0	0	0
OG0018011	0	2	0	0	0	0	0	0	1	0	0	0	0
OG0018012	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018013	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018014	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0018015	0	1	0	0	0	0	0	0	1	0	1	0	0
OG0018016	0	1	0	0	0	0	1	0	0	1	0	0	0
OG0018017	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018018	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018019	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018020	0	2	0	0	0	0	1	0	0	0	0	0	0
OG0018021	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018022	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018023	0	1	0	0	1	0	1	0	0	0	0	0	0
OG0018024	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018025	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018026	0	1	0	0	0	0	1	0	0	1	0	0	0
OG0018027	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018028	0	1	0	1	0	0	0	0	0	1	0	0	0
OG0018029	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0018030	0	1	0	0	0	1	1	0	0	0	0	0	0
OG0018031	0	1	0	0	0	0	1	0	0	0	1	0	0
OG0018032	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0018033	0	1	0	1	0	0	0	1	0	0	0	0	0
OG0018034	0	1	0	0	0	0	1	0	0	0	0	0	1
OG0018035	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018036	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018037	0	1	0	1	1	0	0	0	0	0	0	0	0
OG0018038	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018039	0	1	0	0	0	0	0	0	0	0	0	1	1
OG0018040	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0018041	0	1	0	0	0	0	2	0	0	0	0	0	0
OG0018042	0	1	0	0	0	0	1	0	1	0	0	0	0
OG0018043	0	1	0	1	1	0	0	0	0	0	0	0	0
OG0018044	0	1	1	1	0	0	0	0	0	0	0	0	0
OG0018045	0	1	0	1	0	0	0	1	0	0	0	0	0
OG0018046	0	1	0	0	0	0	1	0	0	0	0	0	1
OG0018047	0	1	0	0	0	0	1	0	0	0	1	0	0
OG0018048	0	1	0	0	1	0	1	0	0	0	0	0	0
OG0018049	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018050	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018051	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018052	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018053	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018054	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018055	0	0	1	0	0	0	0	0	1	1	0	0	0
OG0018056	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018057	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018058	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018059	0	0	1	0	0	0	1	0	1	0	0	0	0
OG0018060	0	0	1	0	0	1	0	0	0	0	0	1	0
OG0018061	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018062	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018063	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018064	0	0	2	0	0	0	0	0	0	0	0	1	0
OG0018065	0	0	1	0	0	0	0	1	1	0	0	0	0
OG0018066	0	0	2	0	0	0	0	0	0	0	0	1	0
OG0018067	0	0	2	0	0	0	1	0	0	0	0	0	0
OG0018068	0	0	2	0	0	0	0	0	1	0	0	0	0
OG0018069	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018070	0	0	1	0	0	0	0	0	0	1	0	0	1
OG0018071	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018072	0	0	1	0	0	1	0	0	0	0	0	1	0
OG0018073	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018074	0	0	1	1	0	0	1	0	0	0	0	0	0
OG0018075	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018076	0	0	1	0	0	0	1	0	1	0	0	0	0
OG0018077	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018078	0	0	1	0	0	0	1	0	1	0	0	0	0
OG0018079	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018080	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018081	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018082	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018083	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018084	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018085	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018086	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018087	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018088	0	0	1	1	0	0	1	0	0	0	0	0	0
OG0018089	0	0	1	0	1	1	0	0	0	0	0	0	0
OG0018090	0	0	1	0	0	0	0	0	0	0	2	0	0
OG0018091	0	0	1	0	0	0	0	0	0	0	1	0	1
OG0018092	0	0	1	0	0	0	0	1	1	0	0	0	0
OG0018093	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018094	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018095	0	0	1	0	0	0	0	0	0	0	0	2	0
OG0018096	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018097	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018098	0	0	1	0	0	0	0	0	0	0	0	2	0
OG0018099	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018100	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018101	0	0	1	0	0	0	0	0	1	0	1	0	0
OG0018102	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018103	0	0	1	0	0	0	1	0	1	0	0	0	0
OG0018104	0	0	2	0	0	0	0	0	1	0	0	0	0
OG0018105	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018106	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018107	0	0	1	0	0	0	0	2	0	0	0	0	0
OG0018108	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018109	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018110	0	0	1	0	0	0	0	1	1	0	0	0	0
OG0018111	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018112	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018113	0	0	1	0	0	0	0	0	1	0	1	0	0
OG0018114	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018115	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0018116	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018117	0	0	1	0	0	1	0	1	0	0	0	0	0
OG0018118	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018119	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018120	0	0	1	0	0	0	0	1	0	1	0	0	0
OG0018121	0	0	1	0	0	0	0	0	1	0	0	0	1
OG0018122	0	0	2	0	0	0	0	1	0	0	0	0	0
OG0018123	0	0	1	0	0	0	1	1	0	0	0	0	0
OG0018124	0	0	1	0	0	0	0	0	1	0	1	0	0
OG0018125	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018126	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018127	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018128	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018129	0	0	2	0	0	0	0	0	0	0	1	0	0
OG0018130	0	0	1	0	0	0	0	1	1	0	0	0	0
OG0018131	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018132	0	0	1	0	0	0	0	0	2	0	0	0	0
OG0018133	0	0	1	0	0	0	0	0	1	1	0	0	0
OG0018134	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018135	0	0	1	0	0	1	0	0	0	0	0	1	0
OG0018136	0	0	1	0	0	0	1	0	0	0	0	0	1
OG0018137	0	0	1	0	0	0	1	0	1	0	0	0	0
OG0018138	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018139	0	0	1	0	0	0	0	1	0	0	0	1	0
OG0018140	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018141	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018142	0	0	1	0	0	0	1	1	0	0	0	0	0
OG0018143	0	0	1	0	0	0	1	0	0	1	0	0	0
OG0018144	0	0	1	0	0	1	0	0	1	0	0	0	0
OG0018145	0	0	1	0	0	0	1	0	1	0	0	0	0
OG0018146	0	0	1	0	0	0	0	0	0	0	0	1	1
OG0018147	0	0	2	0	0	1	0	0	0	0	0	0	0
OG0018148	0	0	1	0	0	0	0	2	0	0	0	0	0
OG0018149	0	0	2	0	0	0	0	0	0	0	0	1	0
OG0018150	0	0	3	0	0	0	0	0	0	0	0	0	0
OG0018151	0	0	1	0	0	0	0	0	0	1	1	0	0
OG0018152	0	0	0	1	2	0	0	0	0	0	0	0	0
OG0018153	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018154	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018155	0	0	0	2	0	0	0	0	1	0	0	0	0
OG0018156	0	0	0	1	0	0	0	0	0	0	1	0	1
OG0018157	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018158	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018159	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018160	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018161	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018162	0	0	0	2	0	0	1	0	0	0	0	0	0
OG0018163	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018164	0	0	0	1	2	0	0	0	0	0	0	0	0
OG0018165	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018166	0	0	0	2	0	0	0	0	1	0	0	0	0
OG0018167	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018168	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018169	0	0	0	1	0	1	0	0	0	1	0	0	0
OG0018170	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018171	0	0	0	1	0	0	0	1	0	1	0	0	0
OG0018172	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018173	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018174	0	0	0	1	0	0	1	0	1	0	0	0	0
OG0018175	0	0	0	1	2	0	0	0	0	0	0	0	0
OG0018176	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018177	0	0	0	1	0	1	0	0	1	0	0	0	0
OG0018178	0	0	0	1	0	0	0	0	0	0	0	1	1
OG0018179	0	0	0	1	1	0	1	0	0	0	0	0	0
OG0018180	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018181	0	0	0	2	1	0	0	0	0	0	0	0	0
OG0018182	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018183	0	0	0	3	0	0	0	0	0	0	0	0	0
OG0018184	0	0	0	1	0	0	0	0	0	0	0	0	2
OG0018185	0	0	0	1	0	1	0	1	0	0	0	0	0
OG0018186	0	0	0	0	1	0	0	1	1	0	0	0	0
OG0018187	0	0	0	0	1	0	0	0	2	0	0	0	0
OG0018188	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018189	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018190	0	0	0	0	1	0	1	1	0	0	0	0	0
OG0018191	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018192	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018193	0	0	0	0	2	0	0	1	0	0	0	0	0
OG0018194	0	0	0	0	1	0	0	0	1	1	0	0	0
OG0018195	0	0	0	0	1	1	0	0	0	0	0	0	1
OG0018196	0	0	0	0	1	2	0	0	0	0	0	0	0
OG0018197	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018198	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018199	0	0	0	0	1	0	1	0	1	0	0	0	0
OG0018200	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018201	0	0	0	0	1	0	1	0	1	0	0	0	0
OG0018202	0	0	0	0	1	1	0	0	1	0	0	0	0
OG0018203	0	0	0	0	1	0	0	0	2	0	0	0	0
OG0018204	0	0	0	0	1	0	0	0	0	0	2	0	0
OG0018205	0	0	0	0	1	0	1	1	0	0	0	0	0
OG0018206	0	0	0	0	1	0	0	0	0	0	2	0	0
OG0018207	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0018208	0	0	0	0	1	0	0	0	0	0	0	1	1
OG0018209	0	0	0	0	1	0	0	0	1	0	1	0	0
OG0018210	0	0	0	0	1	0	0	0	1	1	0	0	0
OG0018211	0	0	0	0	1	0	0	1	0	0	0	1	0
OG0018212	0	0	0	0	0	1	0	0	0	0	1	1	0
OG0018213	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018214	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018215	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018216	0	0	0	0	0	1	0	1	1	0	0	0	0
OG0018217	0	0	0	0	0	1	0	1	0	0	0	0	1
OG0018218	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018219	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018220	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018221	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018222	0	0	0	0	0	1	1	1	0	0	0	0	0
OG0018223	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018224	0	0	0	0	0	1	1	0	0	0	0	1	0
OG0018225	0	0	0	0	0	1	0	1	1	0	0	0	0
OG0018226	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018227	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018228	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018229	0	0	0	0	0	1	0	1	0	0	0	0	1
OG0018230	0	0	0	0	0	1	0	1	0	0	0	0	1
OG0018231	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018232	0	0	0	0	0	1	0	0	1	0	0	1	0
OG0018233	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018234	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018235	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018236	0	0	0	0	0	1	0	1	0	0	0	1	0
OG0018237	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018238	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018239	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018240	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018241	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018242	0	0	0	0	0	1	0	0	1	0	0	1	0
OG0018243	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018244	0	0	0	0	0	1	0	1	1	0	0	0	0
OG0018245	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018246	0	0	0	0	0	1	0	2	0	0	0	0	0
OG0018247	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018248	0	0	0	0	0	2	0	1	0	0	0	0	0
OG0018249	0	0	0	0	0	2	0	1	0	0	0	0	0
